Req_Header,Req_Line,Req_ID,Create_Date,Create_User,Create_Role,Create_Type,Create_Source,Release_DateTime,Release_User,Release_Role,Release_Type,Release_Source
,,"2dc281e4-032a-4d46-ab2b-94b828dbe2e6","2019-01-16",USR01165,"Job System",,,"2019-01-20 13:11:00",SIN04,,,
,,"3293e527-ce08-48ae-920c-6b0bd619f941","2019-01-03",EST01,"Job System",,,"2019-01-07 13:08:00",DAM45,,,
,,"3707e04b-180f-40f4-be6a-de82d0749f84","2019-01-08",USR01437,"Job System",,,"2019-01-12 12:23:00",USR00475,,,
,,"3d89a482-0f8d-434a-a429-7282d2d9ad40","2019-01-10",USR02025,"Job System",,,"2019-01-14 13:24:00",FAR308,,,
,,"3eae406d-d98c-4498-ab7a-dee9778dbbd5","2019-01-15",USR01957,"Job System",,,"2019-01-19 12:38:00",USR00087,,,
,,"3f50e7cc-8b80-4dcc-bef7-3b3b7282b52d","2019-01-18",ACQ04,"Job System",,,"2019-01-22 12:53:00",SIN04,,,
,,"4402589e-144e-4c7f-9477-a8dd7320464e","2019-01-08",USR01851,"Job System",,,"2019-01-12 13:38:00",DAM45,,,
,,"45c2ac59-b118-4522-8bfe-438c181762e3","2019-01-14",USR00107,"Job System",,,"2019-01-18 12:23:00",USR00087,,,
,,"46dc965d-1aa0-4c7f-8502-6e82ad09f694","2019-01-15",USR02006,"Job System",,,"2019-01-19 12:53:00",USR00224,,,
,,"47d41a76-8411-4689-ac3c-1e73b61af0bc","2019-01-04",USR01690,"Job System",,,"2019-01-08 12:53:00",USR00120,,,
,,"4a406afe-da52-4955-b5c4-5b83d2319f44","2019-01-14",SIN01,"Job System",,,"2019-01-18 14:08:00",USR00224,,,
,,"4f0c2107-9f91-4212-921f-1adc5d3763e9","2019-01-03",MKT104,"Job System",,,"2019-01-07 13:08:00",USR00224,,,
,,"51522255-4fbf-48d7-a044-951dc577ea75","2019-01-14",USR00228,"Job System",,,"2019-01-19 00:22:34",USR00074,,,
,,"51cce322-22dd-4869-a9a2-6bcac9095d08","2019-01-08",EST07,"Job System",,,"2019-01-12 12:53:00",USR00087,,,
,,"53acadcd-5c9b-4a2c-97d0-afec3eb8909b","2019-01-09",USR01957,"Job System",,,"2019-01-13 13:08:00",USR00120,,,
,,"5575ffff-85ce-47cd-a565-48398a81f611","2019-01-16",ACQ04,"Job System",,,"2019-01-20 12:25:00",DST40,,,
,,"57461425-d32e-40ff-9783-110ad3c11af5","2019-01-03",COQB67,"Job System",,,"2019-01-07 12:53:00",USR00742,,,
,,"576107de-7632-4406-b93e-55bca2dc092e","2019-01-17",USR00245,"Job System",,,"2019-01-21 12:23:00",USR00742,,,
,,"5a5e97ac-cde3-4efc-b438-bdd32749d5aa","2019-01-11",USR00244,"Job System",,,"2019-01-15 12:23:00",USR00087,,,
,,"5acb6221-b428-442f-a77d-bd4e3d9c19d6","2019-01-17",ACQ04,"Job System",,,"2019-01-21 13:28:00",USR00224,,,
,,"5cf3f8d5-a2f9-4e04-97c9-27b8ad922a09","2019-01-08",EST01,"Job System",,,"2019-01-12 12:53:00",USR00504,,,
,,"5dc75710-95f5-4fa0-9476-ed5070c1ad0c","2019-01-09",USR01851,"Job System",,,"2019-01-13 13:25:00",USR00087,,,
,,"609bae8a-13c7-4cec-b00b-8a527519a999","2019-01-03",USR02135,"Job System",,,"2019-01-07 12:23:00",USR00504,,,
,,"6217dba5-91d3-4f24-9996-98bf74fce574","2019-01-11",EST07,"Job System",,,"2019-01-16 04:38:12",DST40,,,
,,"622f857d-efd2-453f-9151-1a63e1676f8f","2019-01-10",USR02135,"Job System",,,"2019-01-14 23:57:23",USR00470,,,
,,"6be2ea58-968d-4a79-864a-ca3f8732836f","2019-01-11",CED12,"Job System",,,"2019-01-15 12:25:00",USR00880,,,
,,"74ed617e-1044-4f6d-a949-3df53f98b42d","2019-01-18",USR02006,"Job System",,,"2019-01-22 12:23:00",USR00880,,,
,,"77fb4d12-6b05-4a33-9970-5ac0403da090","2019-01-03",EST07,"Job System",,,"2019-01-07 12:26:00",USR00224,,,
,,"78d04382-bbd2-438b-95bc-207796fc96e9","2019-01-10",SIN01,"Job System",,,"2019-01-14 13:08:00",COQB60,,,
,,"79fc925c-e2ac-43cb-aa42-ab307a262099","2019-01-02",USR01851,"Job System",,,"2019-01-06 12:23:00",FAR308,,,
,,"7a76efdb-11dd-4838-a8fc-66f597cd3496","2019-01-14",MKT103,"Job System",,,"2019-01-18 13:08:00",USR00120,,,
,,"7d300459-86dc-444e-986e-f912f710750a","2019-01-16",CED12,"Job System",,,"2019-01-20 13:53:00",USR00880,,,
,,"8e0d9889-5855-4dd9-bf3e-9905ed780cd2","2019-01-10",robot-1,"Job System",,,"2019-01-14 12:12:00",COQB60,,,
,,"9070aa97-c304-4a31-a1ef-8c18df6513e7","2019-01-10",USR00245,"Job System",,,"2019-01-14 13:41:00",DST40,,,
,,"9231dccb-290f-49f4-9885-d1cc57797c08","2019-01-10",USR00107,"Job System",,,"2019-01-14 13:59:00",USR00880,,,
,,"93a5b265-4186-4b9b-8ec2-1c0f6337350d","2019-01-17",USR02006,"Job System",,,"2019-01-21 12:27:00",DAM45,,,
,,"947eddd7-5454-4e8c-8b14-8324c9409251","2019-01-15",USR00244,"Job System",,,"2019-01-19 13:53:00",COQB60,,,
,,"94eb9097-058a-4505-af0c-2d04cb232277","2019-01-14",USR00107,"Job System",,,"2019-01-18 13:53:00",USR00880,,,
,,"9862c5f0-3658-4315-bf8a-b00c74f8d7f1","2019-01-10",USR02135,"Job System",,,"2019-01-14 14:08:00",FAR308,,,
,,"9ccdb4fc-e799-48ee-bbd5-4ab538fc2b9a","2019-01-08",EST08,"Job System",,,"2019-01-12 13:08:00",DAM45,,,
,,"9dc04224-959e-4cd9-b4de-28725454aee5","2019-01-07",USR01165,"Job System",,,"2019-01-11 12:23:00",USR00880,,,
,,"a1881152-926d-4ef5-8d3f-806991db05fe","2019-01-07",USR01437,"Job System",,,"2019-01-11 13:08:00",USR00074,,,
,,"a2408785-186c-486a-9a60-6deea8aa06bb","2019-01-15",USR00245,"Job System",,,"2019-01-19 12:53:00",USR00074,,,
,,"a32354f5-f1e1-4bc7-8e73-ca43d8ec3541","2019-01-15",MKT104,"Job System",,,"2019-01-19 13:44:00",FAR308,,,
,,"a35d6b78-b29a-43ac-b01a-49b1243a9875","2019-01-08",USR02006,"Job System",,,"2019-01-12 13:53:00",FAR308,,,
,,"a935ba9a-bc21-4833-bc4a-fd8225e8e469","2019-01-01",USR01957,"Job System",,,"2019-01-05 12:23:00",USR00504,,,
,,"aee6cac2-eed2-4dfa-b89e-44506cdf3e83","2019-01-07",EST07,"Job System",,,"2019-01-11 12:53:00",COQB60,,,
,,"b239f01c-1d27-4bb2-8e3d-a7d3581f7387","2019-01-11",MKT102,"Job System",,,"2019-01-15 12:55:00",USR00120,,,
,,"b399f5fa-fc18-4d2c-92a0-6554a0d43d66","2019-01-16",SIN01,"Job System",,,"2019-01-20 12:56:00",DAM45,,,
,,"b3c14663-201f-4aff-b51c-dc18d16fc72c","2019-01-11",MKT103,"Job System",,,"2019-01-15 13:38:00",USR00120,,,
,,"b5015b6c-4c3c-47aa-b9a1-c7c1414492a2","2019-01-07",USR02135,"Job System",,,"2019-01-11 12:23:00",USR00742,,,
,,"b5f79a45-ddc5-4430-885f-6e8299ad0929","2019-01-17",USR02025,"Job System",,,"2019-01-21 12:53:00",USR00087,,,
,,"b73cedcd-f655-4f39-b2ec-9ae6188e4256","2019-01-15",MKT104,"Job System",,,"2019-01-19 13:12:00",USR00504,,,
,,"b7c55f3e-e2b5-46b5-85a4-28dc3f406017","2019-01-11",USR00197,"Job System",,,"2019-01-15 13:08:00",USR00475,,,
,,"ba2f0a5a-3bc3-46a7-84bc-0fe9aaceaa19","2019-01-17",USR01165,"Job System",,,"2019-01-21 12:38:00",USR00504,,,
,,"bade3578-73c8-4172-af6b-dd1c45bce596","2019-01-17",USR00245,"Job System",,,"2019-01-21 13:38:00",USR00742,,,
,,"bb7c81fd-4196-489b-8963-778af4d9350a","2019-01-08",USR02006,"Job System",,,"2019-01-12 13:38:00",DST40,,,
,,"bdbaeed0-d7dc-44eb-9bce-3acb5f3ad6ef","2019-01-14",USR01437,"Job System",,,"2019-01-19 00:37:34",USR00074,,,
,,"c3d30599-8ad9-4625-9d9f-5cbef8869c80","2019-01-09",SIN01,"Job System",,,"2019-01-13 13:38:00",USR00880,,,
,,"c7325047-5b06-4f52-b3a8-37753f2c1653","2019-01-09",USR00197,"Job System",,,"2019-01-14 01:55:44",SIN04,,,
,,"c761766f-9041-468f-b106-09d839cd045b","2019-01-09",USR00244,"Job System",,,"2019-01-13 12:23:00",USR00074,,,
,,"cc3980b7-d6b1-4b93-830c-5ce63c3c1ff5","2019-01-07",USR00228,"Job System",,,"2019-01-11 13:23:00",USR00087,,,
,,"ce1ad016-6634-47e4-8aa3-379d3430e3f5","2019-01-17",USR02025,"Job System",,,"2019-01-21 12:38:00",USR00087,,,
,,"d08a53ae-0649-46c6-abae-a4af60e811cb","2019-01-03",USR01957,"Job System",,,"2019-01-07 12:25:00",USR01450,,,
,,"d2011913-a8ba-4403-92e1-8e75eafae529","2019-01-09",SIN01,"Job System",,,"2019-01-13 13:14:00",DAM45,,,
,,"d3db723b-f3be-45fc-857c-6155595af73c","2019-01-15",USR00107,"Job System",,,"2019-01-19 13:53:00",DST40,,,
,,"d6b90651-7b72-4654-bfa9-aa3035c4805d","2019-01-15",MKT102,"Job System",,,"2019-01-19 12:43:00",USR00504,,,
,,"d769555c-316c-483d-bc7b-bef235614ef9","2019-01-03",ACQ04,"Job System",,,"2019-01-07 12:23:00",SIN04,,,
,,"dd69b4cb-a99e-4724-85b5-0a8e2f402cb2","2019-01-03",EST07,"Job System",,,"2019-01-07 12:23:00",USR00470,,,
,,"ddb42db0-d8b9-4f38-8e07-c7d4b00bbd11","2019-01-11",USR01851,"Job System",,,"2019-01-15 13:23:00",USR00087,,,
,,"dfd69259-628d-432f-aa8e-8250cd34399d","2019-01-15",CED12,"Job System",,,"2019-01-19 13:10:00",COQB60,,,
,,"e277dc36-89c1-4d27-95e6-4debae7ff645","2019-01-14",USR00193,"Job System",,,"2019-01-18 13:23:00",USR00470,,,
,,"e34b4ad5-232f-47e3-bcf7-bafaca837553","2019-01-08",USR00228,"Job System",,,"2019-01-12 13:53:00",SIN04,,,
,,"e5026406-002f-4fef-ab0f-87fe0096b919","2019-01-18",USR00107,"Job System",,,"2019-01-22 13:08:00",SIN04,,,
,,"e5982a90-2be3-4ace-b308-5346ecf8c480","2019-01-09",robot-1,"Job System",,,"2019-01-13 12:12:00",USR00120,,,
,,"e62b8a5c-a7d1-4806-9c4f-97ea9511551d","2019-01-17",EST08,"Job System",,,"2019-01-22 00:12:48",USR00470,,,
,,"e840ffab-3417-4d22-b6a3-536bf635b021","2019-01-08",MKT102,"Job System",,,"2019-01-12 12:23:00",USR00504,,,
,,"e98bde1b-4981-4e32-9b8a-97b94e5ed334","2019-01-04",EST08,"Job System",,,"2019-01-08 12:38:00",USR01450,,,
,,"e9cf6f09-7c2b-48c7-ad0a-ffa45f170d6f","2019-01-17",USR02025,"Job System",,,"2019-01-21 12:38:00",USR00504,,,
,,"e9e6dfa2-f4e6-4f6c-908e-8cafe64391ca","2019-01-08",EST07,"Job System",,,"2019-01-12 12:40:00",DAM45,,,
,,"ea47c5eb-122f-477b-bb1b-ba54b82450c7","2019-01-15",USR00245,"Job System",,,"2019-01-19 13:53:00",SIN02,,,
,,"ea5b9589-cde9-4604-be1c-cd4008d9d938","2019-01-16",USR01957,"Job System",,,"2019-01-20 12:38:00",USR00224,,,
,,"eb089820-4414-43bb-95cb-8d884d497fce","2019-01-10",USR02025,"Job System",,,"2019-01-14 14:23:00",SIN02,,,
,,"eb99968e-358d-48da-9722-4941be417427","2019-01-09",MKT103,"Job System",,,"2019-01-13 13:38:00",FAR308,,,
,,"ecfaf173-c886-457b-b15e-9d2d1ee4b98d","2019-01-10",USR02025,"Job System",,,"2019-01-14 12:38:00",FAR308,,,
,,"ed46d200-e8d1-4353-a388-ec25993f85e4","2019-01-14",COQB67,"Job System",,,"2019-01-18 13:08:00",SIN02,,,
,,"ede23da3-b4c9-4d55-b6ef-7cc607c8d404","2019-01-14",USR01437,"Job System",,,"2019-01-18 12:38:00",FAR308,,,
,,"ee6ac9d6-dc56-4d32-954c-34b5bd519b5a","2019-01-08",USR02025,"Job System",,,"2019-01-12 13:38:00",SIN04,,,
,,"ef41211b-640e-4ec3-a885-c4865ec5ebc0","2019-01-01",USR00228,"Job System",,,"2019-01-05 12:23:00",USR00224,,,
,,"f1d8ac5e-ab6a-4179-86fc-f5de515b058d","2019-01-15",SIN01,"Job System",,,"2019-01-19 13:08:00",DST40,,,
,,"f6de609f-b8bf-436b-a676-fe668ba31835","2019-01-07",robot-1,"Job System",,,"2019-01-11 12:09:00",USR00120,,,
,,"fdd4e5be-aa3e-41d3-b988-81081f12c542","2019-01-04",USR00107,"Job System",,,"2019-01-08 12:23:00",DST40,,,
,,"fe834c4b-1fbd-41ce-bcbb-2ac3e51d3a10","2019-01-07",MKT104,"Job System",,,"2019-01-11 12:23:00",DAM45,,,
,,"fedf0ab6-8635-415f-80b2-6dbe5ef91a25","2019-01-15",USR00107,"Job System",,,"2019-01-19 12:25:00",COQB60,,,
0010189911,250,0010189911_250,"2018-01-07",CED09,Secretary,Indirect,N.A.,"2018-01-08 07:33:57",SISUMBE,"Req Approver",Indirect,N.A.
0010203127,10,0010203127_10,"2018-01-02",SIN01,,Indirect,Inforecord,"2018-01-10 08:43:11",SIN02,,Indirect,Inforecord
0010203127,20,0010203127_20,"2018-01-02",SIN01,,Indirect,Inforecord,"2018-01-10 08:43:11",SIN02,,Indirect,Inforecord
0010203127,30,0010203127_30,"2018-01-02",SIN01,,Indirect,Inforecord,"2018-01-10 08:43:11",SIN02,,Indirect,Inforecord
0010203143,10,0010203143_10,"2018-01-02",USR01363,Secretary,Indirect,N.A.,"2018-01-08 09:42:09",USR00327,,Indirect,N.A.
0010203145,10,0010203145_10,"2018-01-02",CED09,Secretary,Indirect,N.A.,"2018-01-19 12:44:21",USR00470,"Req Approver",Indirect,N.A.
0010203145,20,0010203145_20,"2018-01-02",CED09,Secretary,Indirect,N.A.,"2018-01-19 12:44:21",USR00470,"Req Approver",Indirect,N.A.
0010203153,10,0010203153_10,"2018-01-02",USR01194,Secretary,Indirect,N.A.,"2018-01-03 17:15:25",DSTB54,"Req Approver",Indirect,N.A.
0010203154,10,0010203154_10,"2018-01-02",USR01194,Secretary,Indirect,N.A.,"2018-01-02 13:59:42",SMIA31,"Req Approver",Indirect,N.A.
0010203161,10,0010203161_10,"2018-01-02",USR00586,,Indirect,N.A.,"2018-01-02 14:13:44",PER16,"SES Approver",Indirect,N.A.
0010203167,10,0010203167_10,"2018-01-02",CED09,Secretary,Indirect,Inforecord,"2018-01-08 15:34:37",USR00470,"Req Approver",Indirect,Inforecord
0010203167,100,0010203167_100,"2018-01-02",CED09,Secretary,Indirect,Inforecord,"2018-01-08 15:34:37",USR00470,"Req Approver",Indirect,Inforecord
0010203167,120,0010203167_120,"2018-01-02",CED09,Secretary,Indirect,Inforecord,"2018-01-08 15:34:37",USR00470,"Req Approver",Indirect,Inforecord
0010203167,130,0010203167_130,"2018-01-02",CED09,Secretary,Indirect,Inforecord,"2018-01-08 15:34:37",USR00470,"Req Approver",Indirect,Inforecord
0010203167,140,0010203167_140,"2018-01-02",CED09,Secretary,Indirect,Inforecord,"2018-01-08 15:34:37",USR00470,"Req Approver",Indirect,Inforecord
0010203167,150,0010203167_150,"2018-01-02",CED09,Secretary,Indirect,Inforecord,"2018-01-08 15:34:37",USR00470,"Req Approver",Indirect,Inforecord
0010203167,160,0010203167_160,"2018-01-02",CED09,Secretary,Indirect,Inforecord,"2018-01-08 15:34:37",USR00470,"Req Approver",Indirect,Inforecord
0010203167,20,0010203167_20,"2018-01-02",CED09,Secretary,Indirect,Inforecord,"2018-01-08 15:34:37",USR00470,"Req Approver",Indirect,Inforecord
0010203167,250,0010203167_250,"2018-01-02",CED09,Secretary,Indirect,N.A.,"2018-01-08 15:34:37",USR00470,"Req Approver",Indirect,N.A.
0010203167,30,0010203167_30,"2018-01-02",CED09,Secretary,Indirect,Inforecord,"2018-01-08 15:34:37",USR00470,"Req Approver",Indirect,Inforecord
0010203167,40,0010203167_40,"2018-01-02",CED09,Secretary,Indirect,Inforecord,"2018-01-08 15:34:37",USR00470,"Req Approver",Indirect,Inforecord
0010203167,50,0010203167_50,"2018-01-02",CED09,Secretary,Indirect,Inforecord,"2018-01-08 15:34:37",USR00470,"Req Approver",Indirect,Inforecord
0010203167,60,0010203167_60,"2018-01-02",CED09,Secretary,Indirect,Inforecord,"2018-01-08 15:34:37",USR00470,"Req Approver",Indirect,Inforecord
0010203167,70,0010203167_70,"2018-01-02",CED09,Secretary,Indirect,Inforecord,"2018-01-08 15:34:37",USR00470,"Req Approver",Indirect,Inforecord
0010203167,80,0010203167_80,"2018-01-02",CED09,Secretary,Indirect,Inforecord,"2018-01-08 15:34:37",USR00470,"Req Approver",Indirect,Inforecord
0010203167,90,0010203167_90,"2018-01-02",CED09,Secretary,Indirect,Inforecord,"2018-01-08 15:34:37",USR00470,"Req Approver",Indirect,Inforecord
0010203200,10,0010203200_10,"2018-01-03",BIB03,,Indirect,N.A.,"2018-01-03 11:33:35",DIR10,"Req Approver",Indirect,N.A.
0010203214,10,0010203214_10,"2018-01-03",USR01194,Secretary,Indirect,N.A.,"2018-01-03 14:59:40",SMIA24,"Req Approver",Indirect,N.A.
0010203217,10,0010203217_10,"2018-01-03",USR01194,Secretary,Indirect,N.A.,"2018-01-03 16:05:14",SMIA24,"Req Approver",Indirect,N.A.
0010203219,10,0010203219_10,"2018-01-03",USR01194,Secretary,Indirect,N.A.,"2018-01-03 15:58:12",SMIA24,"Req Approver",Indirect,N.A.
0010203220,10,0010203220_10,"2018-01-03",USR01194,Secretary,Indirect,N.A.,"2018-01-03 16:03:50",SMIA24,"Req Approver",Indirect,N.A.
0010203221,10,0010203221_10,"2018-01-03",USR00586,,Indirect,N.A.,"2018-01-03 12:30:22",PER16,"SES Approver",Indirect,N.A.
0010203232,10,0010203232_10,"2018-01-03",DIR32,"SES Approver",Indirect,N.A.,"2018-01-08 16:02:38",DIR22,"Req Approver",Indirect,N.A.
0010203234,10,0010203234_10,"2018-01-03",USR01194,Secretary,Indirect,N.A.,"2018-01-03 16:02:53",SMIA24,"Req Approver",Indirect,N.A.
0010203237,10,0010203237_10,"2018-01-03",USR01194,Secretary,Indirect,N.A.,"2018-01-03 16:00:11",SMIA24,"Req Approver",Indirect,N.A.
0010203239,10,0010203239_10,"2018-01-03",USR01194,Secretary,Indirect,N.A.,"2018-01-03 16:04:38",SMIA24,"Req Approver",Indirect,N.A.
0010203240,10,0010203240_10,"2018-01-03",USR01194,Secretary,Indirect,N.A.,"2018-01-03 15:59:33",SMIA24,"Req Approver",Indirect,N.A.
0010203241,10,0010203241_10,"2018-01-03",USR01194,Secretary,Indirect,N.A.,"2018-01-03 16:02:27",SMIA24,"Req Approver",Indirect,N.A.
0010203244,10,0010203244_10,"2018-01-03",USR01194,Secretary,Indirect,N.A.,"2018-01-03 14:57:33",SMIA24,"Req Approver",Indirect,N.A.
0010203251,10,0010203251_10,"2018-01-03",USR00244,Secretary,Indirect,N.A.,"2018-01-12 09:46:03",USR00470,"Req Approver",Indirect,N.A.
0010203257,10,0010203257_10,"2018-01-03",DST73,Secretary,Direct,Inforecord,"2018-01-09 09:14:59",USR00470,"Req Approver",Direct,Inforecord
0010203262,10,0010203262_10,"2018-01-03",USR01194,Secretary,Indirect,N.A.,"2018-01-03 16:01:48",SMIA24,"Req Approver",Indirect,N.A.
0010203267,10,0010203267_10,"2018-01-03",USR00010,Secretary,Indirect,N.A.,"2018-01-03 15:17:00",USR00880,"Req Approver",Indirect,N.A.
0010203269,10,0010203269_10,"2018-01-03",USR00376,Secretary,Indirect,N.A.,"2018-01-04 10:01:28",USR01465,"Req Approver",Indirect,N.A.
0010203270,10,0010203270_10,"2018-01-03",USR01194,Secretary,Indirect,N.A.,"2018-01-03 15:58:55",SMIA24,"Req Approver",Indirect,N.A.
0010203271,10,0010203271_10,"2018-01-03",USR00010,Secretary,Indirect,N.A.,"2018-01-03 15:23:26",USR00087,,Indirect,N.A.
0010203272,10,0010203272_10,"2018-01-03",USR01194,Secretary,Indirect,N.A.,"2018-01-04 09:58:16",USR01465,"Req Approver",Indirect,N.A.
0010203273,10,0010203273_10,"2018-01-03",USR01194,Secretary,Indirect,N.A.,"2018-01-03 15:56:50",SMIA24,"Req Approver",Indirect,N.A.
0010203275,10,0010203275_10,"2018-01-03",USR01194,Secretary,Indirect,N.A.,"2018-01-03 15:57:27",SMIA24,"Req Approver",Indirect,N.A.
0010203276,10,0010203276_10,"2018-01-03",USR01194,Secretary,Indirect,N.A.,"2018-01-03 15:56:02",SMIA24,"Req Approver",Indirect,N.A.
0010203283,10,0010203283_10,"2018-01-03",DST110,,Direct,Contratto,"2018-01-08 16:23:40",USR01465,"Req Approver",Direct,Contratto
0010203284,10,0010203284_10,"2018-01-03",DST110,,Direct,Contratto,"2018-01-08 16:23:26",USR01465,"Req Approver",Direct,Contratto
0010203286,10,0010203286_10,"2018-01-03",USR00010,Secretary,Indirect,N.A.,"2018-01-08 10:47:17",USR00880,"Req Approver",Indirect,N.A.
0010203286,20,0010203286_20,"2018-01-03",USR00010,Secretary,Indirect,N.A.,"2018-01-08 10:47:17",USR00880,"Req Approver",Indirect,N.A.
0010203287,10,0010203287_10,"2018-01-03",DST110,,Direct,Inforecord,"2018-01-08 16:23:09",USR01465,"Req Approver",Direct,Inforecord
0010203288,10,0010203288_10,"2018-01-03",DST110,,Direct,Inforecord,"2018-01-05 17:14:15",DST75,"Req Approver",Direct,Inforecord
0010203289,10,0010203289_10,"2018-01-03",DST110,,Direct,Inforecord,"2018-01-08 08:39:08",USR00007,"Req Approver",Direct,Inforecord
0010203294,10,0010203294_10,"2018-01-03",USR01380,Secretary,Indirect,N.A.,"2018-01-04 09:53:00",MEDA11,,Indirect,N.A.
0010203301,10,0010203301_10,"2018-01-03",MKT81,Secretary,Indirect,N.A.,"2018-01-03 17:17:27",MKT20,"Req Approver",Indirect,N.A.
0010203305,10,0010203305_10,"2018-01-03",MKT81,Secretary,Indirect,N.A.,"2018-01-03 19:06:24",MKT20,"Req Approver",Indirect,N.A.
0010203306,10,0010203306_10,"2018-01-03",MKT81,Secretary,Indirect,N.A.,"2018-01-03 19:30:19",MKT20,"Req Approver",Indirect,N.A.
0010203312,10,0010203312_10,"2018-01-03",DIR33,Secretary,Indirect,N.A.,"2018-01-03 17:15:30",PER16,"SES Approver",Indirect,N.A.
0010203338,10,0010203338_10,"2018-01-04",MKT703,Secretary,Indirect,N.A.,"2018-01-04 10:14:11",MKT87,"SES Approver",Indirect,N.A.
0010203339,10,0010203339_10,"2018-01-04",BIB04,Secretary,Indirect,N.A.,"2018-01-08 09:22:33",DIR10,"Req Approver",Indirect,N.A.
0010203341,10,0010203341_10,"2018-01-04",USR00514,Secretary,Indirect,Inforecord,"2018-01-24 17:38:35",DIR15,"Req Approver",Indirect,Inforecord
0010203348,10,0010203348_10,"2018-01-04",USR00514,Secretary,Indirect,N.A.,"2018-01-09 15:47:28",USR00384,"Req Approver",Indirect,N.A.
0010203353,10,0010203353_10,"2018-01-04",COQC04,Secretary,Indirect,N.A.,"2018-01-04 12:46:22",USR01465,"Req Approver",Indirect,N.A.
0010203357,10,0010203357_10,"2018-01-04",MKT103,Secretary,Indirect,N.A.,"2018-01-08 11:40:50",USR00742,"Req Approver",Indirect,N.A.
0010203360,10,0010203360_10,"2018-01-04",MKT103,Secretary,Indirect,N.A.,"2018-01-08 11:40:42",USR00742,"Req Approver",Indirect,N.A.
0010203361,10,0010203361_10,"2018-01-04",DST57,,Direct,Inforecord,"2018-01-05 17:14:12",DST75,"Req Approver",Direct,Inforecord
0010203363,10,0010203363_10,"2018-01-04",MKT103,Secretary,Indirect,N.A.,"2018-01-08 11:41:00",USR00742,"Req Approver",Indirect,N.A.
0010203364,10,0010203364_10,"2018-01-04",MKT103,Secretary,Indirect,N.A.,"2018-01-08 11:41:09",USR00742,"Req Approver",Indirect,N.A.
0010203366,10,0010203366_10,"2018-01-04",MKT91,Secretary,Indirect,N.A.,"2018-01-08 17:31:13",MKT61,"SES Approver",Indirect,N.A.
0010203368,10,0010203368_10,"2018-01-04",DST57,,Direct,Inforecord,"2018-01-05 17:14:10",DST75,"Req Approver",Direct,Inforecord
0010203370,10,0010203370_10,"2018-01-04",MKT91,Secretary,Indirect,N.A.,"2018-01-08 17:31:03",MKT61,"SES Approver",Indirect,N.A.
0010203371,10,0010203371_10,"2018-01-04",DST57,,Direct,Contratto,"2018-01-05 17:14:09",DST75,"Req Approver",Direct,Contratto
0010203374,10,0010203374_10,"2018-01-04",MKT91,Secretary,Indirect,N.A.,"2018-01-08 17:30:56",MKT61,"SES Approver",Indirect,N.A.
